Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11,Q12,Career
4,3,4,2,2,5,5,3,3,3,4,2,Biologist
5,5,4,3,2,4,4,4,2,1,4,3,Software Developer
3,3,3,4,5,4,3,3,5,1,3,2,Teacher
2,2,4,1,5,4,5,5,3,2,3,4,Operations Manager
3,4,4,4,5,3,5,5,2,3,2,3,Journalist
3,5,5,5,2,4,2,3,2,1,4,3,Animator
2,3,2,3,4,5,3,2,3,1,5,3,Dentist
5,4,5,3,1,5,5,3,2,3,5,4,Aerospace Engineer
3,3,3,3,4,5,3,3,3,1,5,3,Dentist
3,4,3,4,5,5,3,4,3,3,3,4,Event Planner
3,4,4,4,5,4,5,5,3,2,1,3,Journalist
4,4,4,3,5,5,4,5,4,2,3,3,Project Manager
4,5,4,5,2,4,3,4,2,1,3,2,Web Developer
4,3,4,2,4,4,5,4,1,2,4,2,Medical Technologist
5,3,4,3,2,4,5,5,3,1,2,5,Stock Trader
2,3,3,5,3,4,2,4,1,3,4,3,Photographer
2,2,3,5,4,4,2,5,2,2,4,4,Fashion Designer
4,3,4,2,3,5,4,3,2,1,1,5,Accountant
3,3,3,3,3,4,3,3,3,5,5,3,Agricultural Engineer
2,3,4,2,5,5,4,5,3,2,3,4,Operations Manager
2,3,2,2,4,4,3,5,1,5,4,2,Police Officer
5,3,4,2,1,5,5,3,2,2,5,3,Chemical Engineer
3,3,3,2,3,5,4,4,2,1,2,3,Paralegal
5,4,5,1,2,5,5,4,1,1,2,4,Financial Analyst
3,4,3,2,4,5,3,3,3,2,5,2,Radiologic Technologist
5,5,5,3,1,4,4,4,2,1,4,3,Software Developer
2,3,2,2,3,4,3,5,1,5,4,2,Police Officer
4,4,4,5,3,5,3,3,2,2,3,3,Architect
3,3,4,2,4,5,4,5,3,2,3,4,Operations Manager
4,3,3,3,3,5,5,3,3,5,4,2,Marine Biologist
4,3,4,2,2,4,5,3,3,4,4,2,Biologist
3,3,3,4,5,3,3,3,5,2,3,1,Teacher
1,2,2,4,5,3,2,5,4,4,3,3,Cruise Staff
3,3,4,3,4,5,4,2,4,3,1,2,Psychologist
3,3,2,3,4,3,3,3,5,2,2,2,Tutor
3,2,4,2,3,5,5,2,2,1,2,5,Auditor
2,4,4,4,4,4,3,4,3,4,4,3,Filmmaker
4,4,4,2,5,5,4,5,4,2,3,3,Project Manager
3,5,4,2,5,4,3,4,3,1,5,2,IT Support Specialist
5,5,5,4,1,5,3,5,2,2,3,2,Mobile App Developer
5,3,3,2,4,5,5,5,3,2,5,1,Surgeon
1,3,2,4,5,2,1,5,4,4,3,2,Cruise Staff
4,3,2,3,3,5,4,2,2,4,5,3,Civil Engineer
5,3,4,2,4,5,4,3,2,1,2,3,Judge
2,3,3,2,5,3,2,4,3,2,3,2,Medical Assistant
4,4,4,1,4,5,4,3,2,1,2,5,Banker
2,4,4,5,4,4,3,5,3,3,4,4,Filmmaker
2,3,2,4,5,3,1,5,4,4,3,3,Cruise Staff
4,3,3,3,3,5,5,3,3,5,4,2,Environmental Scientist
2,5,5,5,2,3,2,4,1,1,4,2,Graphic Designer
5,4,4,2,2,5,4,3,2,2,5,2,Electrical Engineer
4,3,4,2,3,5,5,3,2,2,4,2,Medical Technologist
5,3,4,2,4,5,4,3,3,1,2,3,Judge
5,5,5,2,2,4,5,3,1,1,3,5,Data Scientist
4,5,5,3,3,5,5,3,2,1,4,5,Data Analyst
5,3,3,2,4,5,5,5,3,2,5,2,Surgeon
4,4,2,2,3,4,4,2,2,4,5,2,Marine Biologist
3,2,4,2,5,4,4,5,3,2,3,4,Operations Manager
4,4,5,2,3,4,5,5,2,1,2,5,Stock Trader
1,1,2,4,5,3,1,5,3,2,4,2,Bartender
3,2,1,3,5,3,3,4,5,2,3,2,Physical Therapist
3,5,5,5,1,3,2,4,2,1,4,3,Animator
4,4,5,2,2,5,4,3,2,2,4,3,AI/ML Engineer
3,4,1,1,4,5,3,3,2,2,5,4,Automotive Technician
4,4,3,3,5,5,4,4,3,2,3,4,Project Manager
4,5,5,2,2,5,5,5,2,1,4,3,Cybersecurity Specialist
5,3,4,2,4,5,5,3,3,1,2,3,Judge
2,3,3,3,5,4,2,4,4,2,2,4,Customer Service Manager
3,3,4,3,5,5,5,3,3,2,2,1,Psychologist
5,4,4,2,2,5,5,3,3,1,4,2,Physicist
3,5,5,5,4,4,4,4,1,1,4,3,UX/UI Designer
4,3,3,2,3,5,4,3,2,1,2,4,Accountant
3,3,3,1,4,5,4,4,2,1,2,2,Paralegal
4,4,5,1,3,4,4,2,3,1,2,5,Economist
5,5,4,3,2,3,4,4,2,1,3,3,Software Developer
2,3,4,2,2,5,4,3,2,2,5,1,Lab Technician
1,2,2,5,5,2,2,5,2,3,3,3,Actor
2,4,3,2,4,5,4,2,4,1,2,2,Librarian
2,3,4,5,3,4,4,3,3,2,2,3,Writer
3,3,1,2,3,4,3,3,2,3,5,3,Automotive Technician
5,3,2,3,3,5,3,3,2,4,5,3,Civil Engineer
3,3,3,3,4,4,3,4,4,2,2,5,Business Manager
3,2,2,3,5,4,2,5,5,3,5,2,Fitness Trainer
4,3,4,5,3,5,2,2,2,2,4,3,Architect
3,3,2,1,2,3,2,2,1,3,4,4,Electrician
4,2,4,2,2,5,4,3,2,1,2,5,Accountant
2,5,5,5,3,3,2,4,2,1,3,3,Graphic Designer
1,2,1,2,3,3,1,5,2,5,4,2,Delivery Rider
1,2,2,4,5,2,1,5,3,2,4,3,Bartender
3,2,4,2,5,5,4,5,3,2,3,4,Operations Manager
5,3,4,3,2,4,3,3,2,2,5,3,Structural Engineer
1,2,1,5,3,4,1,5,3,3,5,2,Dancer
4,4,5,3,3,5,5,3,3,2,3,2,Researcher
3,2,3,3,5,4,3,4,4,2,1,5,Business Manager
4,4,4,3,5,5,4,3,4,1,2,5,Financial Planner
4,5,3,2,2,5,4,3,1,1,5,1,Network Administrator
2,2,2,3,5,4,2,5,5,3,4,3,Fitness Trainer
5,4,4,2,3,5,5,2,4,1,3,5,Economist
2,5,4,2,4,4,3,4,3,1,5,2,IT Support Specialist
4,3,4,3,5,4,5,4,3,1,2,3,Lawyer
5,5,4,4,1,3,5,4,2,1,5,3,Software Developer
2,3,2,3,5,3,2,4,3,3,2,5,Real Estate Broker
3,3,4,3,5,5,5,3,3,2,1,2,Psychologist
4,3,3,1,5,5,1,5,4,5,5,2,Military Personnel
3,3,4,2,4,5,3,2,3,2,2,3,Government Officer
2,4,3,5,5,5,3,5,3,2,3,4,Event Planner
2,5,4,4,3,4,2,3,2,1,4,3,Graphic Designer
4,3,4,1,3,4,5,3,2,2,4,2,Medical Technologist
3,4,3,5,5,5,3,5,3,3,3,4,Event Planner
1,1,2,4,5,3,1,5,2,2,4,3,Bartender
4,3,4,2,2,5,5,3,3,4,4,2,Biologist
5,5,5,2,2,5,5,5,1,1,4,3,Cybersecurity Specialist
4,4,5,2,2,5,4,3,2,1,3,4,Data Analyst
2,3,3,2,5,4,3,4,4,3,2,2,Social Worker
5,5,4,2,1,5,3,3,2,1,5,2,Computer Engineer
4,3,2,2,3,5,3,5,2,4,4,2,Pilot
5,5,4,2,5,5,3,3,3,1,2,5,Financial Planner
3,3,2,3,4,5,2,5,3,5,5,1,Military Personnel
5,5,5,2,2,5,5,5,2,1,4,2,Cybersecurity Specialist
3,3,1,2,2,4,2,3,2,3,5,3,Electrician
2,3,3,3,5,4,3,4,3,3,2,5,Real Estate Broker
3,2,1,4,3,4,2,3,2,3,5,3,Carpenter
3,4,3,4,4,5,3,5,3,3,3,4,Event Planner
4,4,5,3,2,5,4,2,4,1,3,2,Academic Researcher
5,3,4,1,2,4,4,3,3,3,5,3,Chemist
4,3,4,2,5,4,5,4,2,1,3,3,Judge
3,4,4,4,3,5,3,3,2,2,4,3,Architect
5,5,5,5,2,3,3,4,1,1,4,4,Game Developer
4,3,5,2,3,4,5,3,3,2,3,2,Researcher
2,3,2,4,5,3,2,5,4,4,3,3,Cruise Staff
3,4,4,2,4,5,4,4,2,1,2,3,Paralegal
3,4,5,2,2,5,5,3,3,1,3,2,Researcher
4,3,4,2,2,4,3,3,4,5,4,3,Fisheries Specialist
2,3,2,3,5,3,3,4,5,5,2,2,Tour Guide
4,3,4,2,3,5,4,2,2,1,2,5,Accountant
3,5,4,5,2,4,3,3,2,1,4,2,Web Developer
5,4,3,4,4,5,3,4,3,3,5,4,Mechanical Engineer
2,4,2,3,4,5,4,4,4,4,5,3,Warehouse Manager
3,3,3,4,5,4,2,3,5,2,3,2,Teacher
5,2,4,3,2,5,3,3,2,3,5,3,Structural Engineer
5,4,5,4,2,4,3,4,2,1,4,3,Game Developer
5,5,5,2,2,4,4,4,2,1,4,2,Cloud Engineer
2,3,3,3,5,4,3,4,3,2,2,5,Insurance Agent
4,3,3,2,2,5,5,2,2,2,4,2,Medical Technologist
2,3,2,3,5,4,3,3,5,2,2,4,Human Resource Manager
3,2,3,1,3,5,5,3,1,1,4,2,Medical Technologist
3,4,3,4,5,4,5,5,3,2,2,3,Journalist
3,4,4,3,5,5,2,5,3,3,2,4,Hotel Manager
5,3,3,2,1,5,4,2,3,2,5,2,Chemist
4,5,5,3,2,5,3,3,2,1,5,3,Computer Engineer
3,4,3,2,5,5,5,3,2,5,2,3,Environmental Planner
1,3,2,5,4,3,2,4,3,1,4,3,Musician
5,5,5,5,2,4,3,4,2,1,4,4,Game Developer
2,3,3,3,5,4,2,3,4,1,1,4,Customer Service Manager
2,3,3,1,5,4,2,3,3,2,2,2,Medical Assistant
2,3,1,4,5,2,2,5,4,4,2,4,Cruise Staff
5,5,5,4,3,4,4,5,1,1,4,4,Mobile App Developer
5,3,5,2,2,5,4,2,3,2,3,1,Physicist
4,3,4,3,5,5,4,4,3,2,2,3,Lawyer
1,3,2,5,4,3,2,4,3,2,4,3,Musician
4,4,4,2,4,5,4,3,3,1,1,5,Banker
5,3,4,2,1,5,5,3,2,2,4,3,Chemical Engineer
2,4,4,2,4,4,2,5,3,1,2,3,Call Center Agent
2,3,2,3,5,4,4,5,4,4,3,3,Tour Guide
3,2,2,1,4,4,1,5,3,5,4,1,Military Personnel
2,3,1,1,2,3,1,3,1,4,4,2,Truck Driver
3,3,2,2,3,4,2,2,2,2,5,3,Electrician
1,2,2,5,5,3,2,5,3,2,2,3,Actor
3,3,3,1,3,4,4,3,3,5,4,3,Fisheries Specialist
4,3,3,2,4,5,4,3,4,1,3,2,Pharmacist
1,2,2,5,5,3,2,5,3,3,3,3,Actor
5,5,5,2,2,4,4,3,2,1,4,3,Cloud Engineer
3,3,3,2,4,4,3,4,4,2,2,4,Business Manager
2,3,4,2,1,4,3,3,2,2,4,1,Lab Technician
1,2,1,2,3,3,2,3,1,5,5,3,Farmer
2,3,3,1,5,4,2,4,3,2,3,2,Medical Assistant
4,3,4,2,2,5,5,3,3,3,4,2,Biologist
1,2,2,4,4,2,1,5,3,2,4,3,Bartender
4,3,3,2,4,5,5,5,4,2,4,1,Doctor
3,4,4,2,3,4,4,5,3,3,3,4,Logistics Manager
5,5,5,2,2,3,4,3,2,2,4,2,Software Developer
2,2,3,2,5,4,2,4,3,2,3,2,Medical Assistant
2,3,2,3,5,4,3,4,3,2,2,5,Insurance Agent
4,4,4,3,4,5,5,2,5,2,3,2,Professor
4,5,4,5,2,4,3,4,2,1,3,3,Web Developer
2,2,1,5,5,4,2,5,2,3,5,3,Chef
3,2,4,3,5,5,5,3,4,2,2,2,Psychologist
2,3,4,5,3,4,4,3,3,2,2,3,Writer
3,2,1,2,2,4,2,3,2,3,5,2,Welder
2,3,3,1,5,4,2,4,3,2,3,1,Medical Assistant
3,5,4,2,5,4,2,4,3,1,5,3,IT Support Specialist
2,3,3,2,5,3,2,4,3,2,3,2,Medical Assistant
2,4,5,5,3,4,3,5,2,2,4,3,Video Editor
5,5,5,3,2,5,4,3,2,1,5,3,Computer Engineer
2,3,2,2,4,3,2,5,1,5,3,2,Police Officer
5,5,5,3,1,5,4,3,2,1,5,3,Computer Engineer
5,4,5,2,2,5,5,3,2,1,3,4,Data Analyst
2,3,2,3,5,4,2,5,3,3,3,2,Flight Attendant
3,3,2,5,3,5,1,4,1,4,4,4,Photographer
2,4,3,4,3,4,2,3,2,3,4,3,Photographer
2,3,2,1,1,4,2,3,2,5,5,2,Heavy Equipment Operator
3,2,1,2,2,3,1,3,1,3,5,2,Welder
5,4,5,2,3,4,5,3,2,1,2,5,Economist
3,5,5,5,4,5,4,4,2,1,3,3,UX/UI Designer
4,4,5,3,3,5,5,3,3,2,3,1,Researcher
3,3,2,4,5,4,3,3,5,2,3,2,Teacher
2,3,4,5,3,4,4,3,3,2,2,3,Writer
3,5,4,5,3,5,4,4,2,1,4,2,UX/UI Designer
5,3,4,2,2,5,5,3,2,2,5,3,Chemical Engineer
1,2,3,2,3,5,3,4,3,3,4,4,Warehouse Manager
1,2,1,2,3,3,1,5,2,5,3,1,Delivery Rider
4,4,4,2,2,4,4,2,2,2,5,3,Electrical Engineer
1,2,2,3,5,3,2,5,5,2,4,3,Fitness Trainer
5,4,5,3,2,5,5,3,2,2,5,3,Aerospace Engineer
4,2,2,3,2,3,1,3,2,4,5,2,Welder
2,3,2,2,4,5,3,4,3,3,4,4,Warehouse Manager
4,4,4,2,4,5,4,4,3,1,1,3,Paralegal
3,2,3,3,4,5,3,3,3,1,4,3,Dentist
5,5,5,3,2,5,4,4,2,1,4,4,AI/ML Engineer
5,3,4,1,2,5,5,2,3,2,5,2,Chemist
5,5,5,3,1,5,4,3,2,1,5,3,Computer Engineer
3,2,4,2,3,5,4,3,2,1,2,5,Accountant
1,2,1,2,4,4,2,5,1,5,5,2,Firefighter
1,4,4,2,5,4,3,4,5,3,1,2,Social Worker
4,4,5,4,2,4,5,3,3,1,3,2,Researcher
3,2,1,2,2,4,2,3,1,3,5,2,Welder
4,4,4,3,3,5,5,2,5,3,2,2,Professor
1,2,3,3,5,4,3,3,4,2,2,4,Human Resource Manager
2,1,2,5,4,4,1,5,2,2,5,2,Chef
5,3,3,2,4,4,4,3,2,1,3,5,Accountant
3,2,3,2,5,5,4,5,3,2,3,4,Operations Manager
3,3,4,2,2,5,4,3,2,2,5,2,Lab Technician
5,4,5,5,2,4,3,3,2,1,4,4,Game Developer
5,4,5,1,3,5,5,3,3,1,2,5,Economist
2,5,5,5,3,4,2,5,2,2,4,3,Video Editor
2,3,3,2,5,3,2,5,4,2,1,3,Call Center Agent
5,5,4,3,1,4,4,3,2,1,5,3,Computer Engineer
1,2,1,1,4,2,1,5,2,5,4,3,Delivery Rider
4,3,3,3,3,4,4,2,3,5,5,3,Agricultural Engineer
3,4,4,2,4,5,4,5,2,3,3,4,Logistics Manager
3,3,2,2,2,4,2,3,2,3,5,3,Mechanic
3,3,2,2,3,4,3,3,2,3,5,3,Mechanic
5,5,5,2,2,5,4,5,2,1,4,3,Cybersecurity Specialist
4,5,4,5,1,5,2,4,3,1,4,2,Animator
2,3,3,2,4,5,3,4,3,3,4,4,Warehouse Manager
2,2,2,5,4,4,2,4,2,2,5,3,Chef
3,3,4,2,5,5,4,5,3,2,3,3,Operations Manager
2,2,1,2,2,4,2,3,2,4,5,3,Plumber
2,2,1,2,4,4,1,5,2,5,5,1,Firefighter
2,1,1,3,3,3,4,3,3,4,3,1,Forester
4,5,5,5,2,4,3,4,2,1,4,3,Web Developer
4,3,4,2,2,5,5,3,2,4,4,2,Biologist
2,1,1,2,4,4,2,5,1,5,5,2,Firefighter
3,2,3,2,4,5,3,3,3,1,5,3,Dentist
4,4,4,5,2,5,3,3,2,2,4,3,Architect
5,3,4,1,1,5,5,3,3,2,5,2,Chemist
3,3,2,2,3,4,3,3,1,3,5,3,Mechanic
3,4,4,2,3,5,3,4,2,1,2,4,Accountant
1,4,2,2,3,4,2,2,2,5,5,3,Heavy Equipment Operator
4,4,4,3,4,5,4,2,5,2,3,2,Professor
2,2,1,2,3,2,1,3,2,5,5,2,Farmer
2,2,1,2,3,4,1,3,2,4,5,3,Plumber
1,3,3,2,5,4,3,2,5,2,2,4,Human Resource Manager
2,3,3,2,4,5,2,4,3,3,4,4,Warehouse Manager
1,1,2,3,4,4,2,4,2,5,5,3,Firefighter
5,5,4,2,2,5,5,2,2,1,3,5,Data Scientist
3,3,4,3,5,5,5,3,4,2,2,2,Psychologist
3,4,4,3,4,5,5,2,3,4,3,3,Environmental Planner
5,4,5,2,3,5,5,1,3,2,3,1,Academic Researcher
3,4,4,4,4,4,5,5,3,3,2,3,Journalist
2,3,3,2,5,4,2,3,2,2,3,2,Medical Assistant
4,2,4,3,5,5,5,3,2,2,1,4,Lawyer
4,4,4,3,5,4,4,5,3,2,3,4,Project Manager
4,2,4,1,3,5,4,3,2,1,2,5,Auditor
2,3,4,2,3,5,4,3,4,5,4,3,Fisheries Specialist
2,3,3,2,5,4,3,3,4,2,2,2,School Counselor
3,3,4,2,2,5,5,3,2,1,2,4,Auditor
3,3,2,1,3,4,3,3,2,3,4,2,Automotive Technician
4,2,4,2,3,5,5,3,1,2,4,2,Medical Technologist
2,3,1,4,5,3,3,4,5,5,2,3,Tour Guide
2,1,2,5,4,4,2,5,2,2,5,3,Chef
4,2,3,2,4,5,4,3,3,1,3,3,Pharmacist
5,5,5,1,3,5,5,4,2,1,4,3,Cybersecurity Specialist
3,3,4,2,4,5,3,2,3,2,1,3,Government Officer
4,4,5,3,3,5,5,4,3,2,2,1,Researcher
3,4,3,4,5,3,3,4,4,3,3,5,Entrepreneur
2,3,2,2,4,4,3,5,2,5,4,2,Police Officer
4,3,4,2,2,5,5,3,2,1,2,5,Auditor
2,3,2,3,4,5,3,3,4,2,4,4,Warehouse Manager
2,3,3,3,4,4,3,3,4,2,1,2,Tutor
3,4,4,4,5,4,5,5,3,3,2,3,Journalist
1,2,2,3,3,4,4,3,3,4,4,3,Forester
4,4,2,2,3,5,3,5,2,4,5,3,Pilot
2,4,4,2,4,5,4,3,2,1,2,3,Paralegal
4,2,3,2,5,5,5,4,3,5,4,2,Veterinarian
5,4,5,2,2,4,5,3,2,2,4,2,Physicist
2,3,2,4,5,2,3,4,4,5,2,3,Tour Guide
2,3,4,2,5,4,2,5,3,1,2,2,Call Center Agent
2,3,2,2,4,5,2,5,3,5,5,2,Military Personnel
2,3,5,3,4,4,3,3,5,1,2,2,Librarian
1,4,4,3,4,5,4,1,4,1,2,2,Librarian
2,3,2,4,5,3,3,4,5,5,2,3,Tour Guide
4,5,4,2,2,5,4,3,2,1,5,2,Network Administrator
1,2,1,2,2,3,1,4,2,5,4,2,Delivery Rider
4,4,3,2,3,5,3,5,2,4,5,3,Pilot
5,5,5,3,2,5,5,4,2,1,4,4,AI/ML Engineer
3,3,4,2,4,5,4,5,3,2,3,4,Logistics Manager
4,4,5,3,3,5,5,3,3,2,2,1,Researcher
5,2,4,2,3,5,4,3,3,1,2,3,Judge
5,4,5,2,1,5,5,3,2,1,3,4,Data Analyst
5,4,5,3,2,5,4,3,2,1,4,3,Computer Engineer
5,3,4,1,4,5,4,2,3,1,2,3,Judge
3,4,4,4,5,4,5,4,3,3,2,3,Journalist
2,3,3,4,5,3,2,4,3,2,2,5,Real Estate Agent
3,3,3,2,4,5,2,3,3,2,5,1,Radiologic Technologist
1,2,1,1,2,3,1,2,1,5,4,2,Truck Driver
1,3,2,5,3,3,1,4,3,2,4,3,Musician
3,3,1,2,3,4,1,3,2,3,5,3,Electrician
4,3,3,3,3,5,4,3,1,3,5,2,Mechanical Engineer
3,2,4,2,4,4,5,5,4,3,4,2,Doctor
1,3,2,2,4,4,3,4,2,5,3,2,Police Officer
2,2,1,2,4,4,2,5,1,5,5,2,Firefighter
1,2,2,5,4,3,2,3,3,2,4,2,Musician
4,3,4,1,3,5,5,2,1,2,4,3,Medical Technologist
4,3,5,2,4,4,3,2,2,2,1,4,Banker
4,3,3,3,5,5,5,4,3,2,2,4,Lawyer
4,3,4,3,5,5,5,4,3,2,1,4,Lawyer
5,3,4,2,4,5,5,2,3,1,2,2,Judge
3,3,1,3,4,4,3,5,5,4,4,2,Fitness Trainer
2,3,2,2,3,4,4,4,3,4,4,1,Police Officer
3,3,3,3,5,4,3,4,4,2,2,5,Business Manager
2,1,1,2,2,4,1,3,2,4,5,3,Plumber
3,3,3,2,3,4,4,3,3,5,5,3,Fisheries Specialist
5,5,4,4,2,4,2,5,2,1,4,3,Mobile App Developer
4,4,3,3,5,5,3,3,4,1,2,5,Financial Planner
1,2,1,5,4,4,1,5,3,3,5,2,Dancer
3,4,3,3,4,3,3,5,3,2,2,4,Hotel Manager
5,3,3,1,3,5,5,2,3,1,1,3,Judge
2,4,3,4,5,4,5,5,3,3,2,3,Journalist
3,3,4,1,5,5,4,5,3,2,2,4,Operations Manager
4,3,2,1,5,5,5,5,4,1,4,2,Doctor
4,3,4,2,3,5,5,3,2,1,2,4,Auditor
2,3,2,1,2,4,2,3,1,5,5,1,Heavy Equipment Operator
2,4,4,3,4,5,4,2,4,1,2,2,Librarian
4,3,4,3,4,4,5,2,5,2,3,2,Professor
2,2,1,3,5,4,1,5,4,3,4,2,Fitness Trainer
1,4,5,5,3,4,2,4,3,1,4,3,Graphic Designer
4,5,4,1,3,5,4,4,2,1,5,1,Network Administrator
4,5,5,3,3,5,5,3,4,1,4,1,Academic Researcher
4,4,4,1,2,4,5,5,2,1,3,3,Cybersecurity Specialist
3,3,4,1,5,5,4,5,3,2,3,3,Operations Manager
3,3,2,2,3,3,3,3,2,2,5,3,Automotive Technician
1,3,2,3,5,4,2,5,3,4,3,2,Flight Attendant
1,2,3,3,5,4,3,4,2,3,2,5,Real Estate Broker
3,3,2,2,3,3,3,3,2,3,4,3,Mechanic
5,4,5,2,1,5,5,3,3,2,4,1,Physicist
3,3,3,4,4,4,3,2,5,2,3,2,Teacher
3,1,2,3,5,4,3,4,5,2,4,2,Physical Therapist
1,3,2,2,5,3,3,3,5,2,2,3,Human Resource Manager
3,3,4,3,5,5,5,3,4,2,2,2,Psychologist
2,3,3,5,2,4,4,3,3,2,2,3,Writer
5,5,4,5,1,5,3,3,3,2,5,3,Web Developer
4,4,5,2,3,5,5,3,3,2,2,2,Researcher
4,4,3,1,4,5,4,3,3,1,2,4,Banker
2,4,2,5,5,4,2,4,4,1,4,2,Musician
3,3,2,4,5,4,3,4,5,2,3,3,Trainer
2,3,2,3,5,4,2,5,3,4,3,1,Flight Attendant
3,4,3,3,4,4,5,3,3,4,3,3,Environmental Planner
3,2,2,2,2,4,3,3,2,3,5,3,Automotive Technician
1,3,2,5,4,3,2,4,3,2,4,3,Musician
1,2,1,5,4,4,1,4,3,2,5,1,Dancer
3,4,3,2,4,5,3,4,3,2,5,2,Radiologic Technologist
3,4,3,1,4,4,3,4,3,2,5,2,Radiologic Technologist
3,5,3,5,4,4,2,5,3,4,4,5,Filmmaker
2,3,2,3,3,4,2,4,4,1,2,3,Tutor
5,4,5,3,3,5,5,2,4,2,3,2,Academic Researcher
4,3,4,2,3,5,5,3,2,1,1,5,Auditor
2,2,1,2,3,4,2,3,1,4,5,2,Plumber
2,3,3,3,5,4,2,4,3,2,2,4,Customer Service Manager
2,3,2,5,4,5,2,5,3,4,4,4,Photographer
3,3,3,3,4,4,3,3,5,1,2,2,Tutor
2,5,4,2,5,4,3,4,3,1,5,2,IT Support Specialist
4,3,4,2,2,5,4,3,2,1,2,5,Accountant
5,4,4,1,2,4,4,3,2,2,5,3,Electrical Engineer
5,5,4,2,2,4,4,4,2,1,4,3,Cloud Engineer
5,3,3,1,4,5,5,5,3,2,5,2,Surgeon
5,3,3,3,2,5,4,2,1,3,5,3,Mechanical Engineer
3,4,4,5,4,4,2,5,3,4,4,4,Filmmaker
1,2,3,3,4,4,4,4,4,3,2,4,Real Estate Broker
3,3,3,2,4,5,4,4,3,4,4,1,Veterinarian
3,2,1,4,3,3,2,3,2,3,5,3,Carpenter
2,2,3,4,5,2,3,4,3,3,1,5,Real Estate Agent
4,4,3,3,4,5,4,2,5,2,3,2,Professor
2,3,3,2,5,4,2,4,4,3,2,2,Social Worker
3,3,3,4,5,4,4,3,2,4,5,3,Veterinarian
2,3,3,4,5,3,3,4,3,3,2,5,Real Estate Agent
2,2,3,4,5,4,1,5,5,4,3,4,Fitness Trainer
2,2,1,1,3,4,2,3,2,4,4,3,Plumber
5,3,3,3,3,5,3,3,2,4,4,3,Mechanical Engineer
3,4,5,4,4,5,5,1,5,2,3,2,Professor
3,4,4,3,5,3,5,4,2,3,2,3,Journalist
5,2,5,3,4,5,4,3,2,2,2,5,Auditor
5,3,4,2,3,4,4,3,5,2,2,2,Professor
3,4,4,2,4,5,4,3,3,1,2,4,Banker
3,5,5,2,4,4,4,4,2,1,2,3,Paralegal
5,5,5,2,2,5,4,3,2,1,4,3,Computer Engineer
3,4,3,2,3,5,3,4,3,2,5,2,Radiologic Technologist
5,4,5,2,2,5,5,1,4,3,4,1,Academic Researcher
2,5,5,5,3,4,2,3,2,1,4,4,Graphic Designer
3,3,3,3,5,3,3,2,5,2,3,2,Teacher
2,3,2,4,5,3,2,5,4,3,2,4,Sales Representative
1,4,4,3,4,5,4,1,4,1,2,2,Librarian
4,4,5,3,3,5,5,3,3,2,3,2,Researcher
3,4,4,5,4,4,3,5,3,4,3,3,Filmmaker
4,5,5,5,2,3,3,4,2,1,4,3,Web Developer
1,3,2,5,4,3,1,4,3,2,4,2,Musician
4,5,5,3,2,5,4,3,2,1,5,3,Computer Engineer
1,2,1,1,2,3,1,3,1,5,4,2,Truck Driver
5,4,5,1,3,5,5,4,2,1,2,5,Financial Analyst
4,4,4,3,5,5,4,3,3,1,2,5,Financial Planner
2,3,3,3,4,4,2,4,3,2,2,4,Real Estate Broker
1,2,2,5,5,3,2,5,3,3,3,2,Actor
3,3,5,2,4,5,5,4,3,1,3,4,Lawyer
2,4,3,5,4,4,2,4,1,4,4,3,Photographer
2,2,2,2,4,4,1,5,4,2,4,3,Fitness Trainer
3,4,4,5,3,4,3,4,3,4,4,4,Filmmaker
5,3,4,2,4,5,5,2,3,1,2,3,Judge
4,5,3,1,3,5,4,4,2,1,4,2,Network Administrator
3,3,2,3,4,5,2,3,3,1,5,3,Dentist
2,2,2,5,4,4,2,5,2,2,5,3,Chef
3,4,4,3,3,5,5,3,2,3,3,3,Environmental Planner
2,2,2,3,3,3,4,3,2,5,4,2,Forester
2,3,3,4,5,3,3,4,3,3,2,5,Real Estate Agent
4,3,3,2,4,5,5,4,4,2,4,2,Doctor
2,2,3,3,5,3,2,4,4,2,2,3,Customer Service Manager
2,3,3,3,4,3,3,3,4,3,2,2,Social Worker
1,2,1,3,5,4,3,5,2,4,5,3,Firefighter
3,4,3,5,5,5,4,4,2,3,3,5,Event Planner
1,2,2,5,5,3,2,5,3,3,3,2,Actor
3,3,4,3,5,5,5,5,3,3,4,3,Veterinarian
3,3,4,3,5,5,5,3,3,3,2,2,Psychologist
3,3,3,2,3,4,4,3,2,5,5,3,Fisheries Specialist
3,3,3,4,5,4,3,4,5,2,3,3,Trainer
4,5,5,4,3,5,3,4,3,1,5,3,Computer Engineer
5,5,5,2,2,5,5,5,2,1,3,3,Cybersecurity Specialist
4,3,3,1,5,5,5,5,4,2,4,2,Doctor
3,3,4,2,4,5,3,3,3,2,2,3,Government Officer
2,3,3,2,4,4,2,4,3,2,3,2,Medical Assistant
3,2,3,3,4,4,2,3,4,1,2,2,Tutor
2,1,2,2,5,5,3,4,4,2,4,2,Nurse
5,5,4,2,2,5,5,3,1,1,3,5,Data Scientist
3,4,4,2,4,5,5,3,2,4,2,3,Environmental Planner
5,3,3,2,3,5,5,5,2,2,5,2,Surgeon
4,3,4,2,3,4,4,3,1,1,2,4,Accountant
3,2,4,2,4,5,3,2,4,2,2,3,Government Officer
